stkcd,dealseq,inscode,biddercode,price_normal,shares,policy_flag
'002276,1,TRST36,TRST36_1,1.49122807,1000,0
'002276,1,TRST14,TRST14_2,1.473684211,500,0
'002276,1,INBK58,INBK58_1,1.447368421,1000,0
'002276,1,INBK54,INBK54_3,1.418421053,300,0
'002276,1,TRST19,TRST19_1,1.403508772,500,0
'002276,1,INBK66,INBK66_1,1.403508772,400,0
'002276,1,TRST14,TRST14_2,1.368421053,300,0
'002276,1,INBK12,INBK12_4,1.324561404,400,0
'002276,1,FUND1,FUND1_7,1.315789474,1000,0
'002276,1,INBK11,INBK11_2,1.315789474,300,0
'002276,1,FINC6,FINC6_1,1.315789474,1000,0
'002276,1,INBK29,INBK29_4,1.315789474,200,0
'002276,1,TRST19,TRST19_1,1.315789474,500,0
'002276,1,FUND47,FUND47_2,1.315789474,500,0
'002276,1,TRST29,TRST29_1,1.315789474,400,0
'002276,1,INBK77,INBK77_38,1.315789474,1000,0
'002276,1,INBK77,INBK77_45,1.315789474,1000,0
'002276,1,FINC14,FINC14_1,1.306140351,600,0
'002276,1,TRST17,TRST17_1,1.306140351,1000,0
'002276,1,FINC21,FINC21_1,1.306140351,1000,0
'002276,1,INBK15,INBK15_3,1.298245614,1000,0
'002276,1,INBK54,INBK54_3,1.289473684,300,0
'002276,1,TRST39,TRST39_5,1.289473684,1000,0
'002276,1,FUND18,FUND18_13,1.281578947,500,0
'002276,1,INBK35,INBK35_3,1.280701754,300,0
'002276,1,INSN7,INSN7_3,1.280701754,1000,0
'002276,1,INSN7,INSN7_4,1.280701754,600,0
'002276,1,INSN7,INSN7_5,1.280701754,610,0
'002276,1,INSN7,INSN7_6,1.280701754,160,0
'002276,1,INSN7,INSN7_10,1.280701754,430,0
'002276,1,INSN7,INSN7_11,1.280701754,630,0
'002276,1,INSN7,INSN7_24,1.280701754,1000,0
'002276,1,INSN7,INSN7_25,1.280701754,1000,0
'002276,1,INSN7,INSN7_27,1.280701754,1000,0
'002276,1,INSN7,INSN7_28,1.280701754,1000,0
'002276,1,INSN7,INSN7_29,1.280701754,1000,0
'002276,1,INSN7,INSN7_30,1.280701754,1000,0
'002276,1,INSN7,INSN7_31,1.280701754,1000,0
'002276,1,INSN7,INSN7_38,1.280701754,1000,0
'002276,1,INSN7,INSN7_39,1.280701754,350,0
'002276,1,INSN7,INSN7_41,1.280701754,1000,0
'002276,1,INBK2,INBK2_1,1.278947368,1000,0
'002276,1,INBK11,INBK11_2,1.271929825,300,0
'002276,1,INBK12,INBK12_4,1.271929825,600,0
'002276,1,FUND10,FUND10_4,1.271929825,1000,0
'002276,1,FUND10,FUND10_14,1.271929825,1000,0
'002276,1,FUND10,FUND10_15,1.271929825,1000,0
'002276,1,INBK20,INBK20_5,1.271929825,1000,0
'002276,1,FUND28,FUND28_4,1.271929825,1000,0
'002276,1,FUND28,FUND28_11,1.271929825,1000,0
'002276,1,FUND28,FUND28_12,1.271929825,1000,0
'002276,1,TRST27,TRST27_1,1.271929825,300,0
'002276,1,FINC38,FINC38_1,1.271929825,1000,0
'002276,1,TRST14,TRST14_2,1.263157895,200,0
'002276,1,FINC33,FINC33_1,1.263157895,1000,0
'002276,1,INBK11,INBK11_4,1.245614035,1000,0
'002276,1,TRST25,TRST25_1,1.245614035,400,0
'002276,1,TRST1,TRST1_1,1.228070175,140,0
'002276,1,INBK11,INBK11_2,1.228070175,400,0
'002276,1,FINC11,FINC11_1,1.228070175,500,0
'002276,1,INBK37,INBK37_1,1.228070175,500,0
'002276,1,TRST29,TRST29_1,1.228070175,600,0
'002276,1,INBK66,INBK66_1,1.228070175,300,0
'002276,1,INBK74,INBK74_2,1.228070175,500,0
'002276,1,INBK78,INBK78_1,1.228070175,100,0
'002276,1,INBK42,INBK42_2,1.219298246,1000,0
'002276,1,QFII8,QFII8_1,1.21754386,1000,0
'002276,1,FINC11,FINC11_1,1.210526316,300,0
'002276,1,INBK34,INBK34_1,1.210526316,1000,0
'002276,1,FINC30,FINC30_1,1.210526316,1000,0
'002276,1,FINC37,FINC37_1,1.210526316,1000,0
'002276,1,FUND18,FUND18_13,1.196491228,500,0
'002276,1,INBK48,INBK48_1,1.19122807,800,0
'002276,1,INBK48,INBK48_4,1.19122807,300,0
'002276,1,INBK5,INBK5_2,1.184210526,230,0
'002276,1,FINC7,FINC7_1,1.184210526,300,0
'002276,1,QFII5,QFII5_1,1.184210526,500,0
'002276,1,INBK37,INBK37_1,1.184210526,500,0
'002276,1,TRST18,TRST18_1,1.184210526,370,0
'002276,1,TRST22,TRST22_1,1.184210526,1000,0
'002276,1,INSN12,INSN12_3,1.184210526,1000,0
'002276,1,INSN12,INSN12_14,1.184210526,1000,0
'002276,1,INBK74,INBK74_2,1.184210526,300,0
'002276,1,INBK75,INBK75_1,1.184210526,600,0
'002276,1,TRST39,TRST39_1,1.184210526,200,0
'002276,1,INBK35,INBK35_3,1.166666667,700,0
'002276,1,INSN4,INSN4_1,1.166666667,300,0
'002276,1,INSN4,INSN4_2,1.166666667,300,0
'002276,1,INSN4,INSN4_7,1.166666667,230,0
'002276,1,INSN4,INSN4_9,1.166666667,1000,0
'002276,1,INBK54,INBK54_3,1.160526316,400,0
'002276,1,INBK8,INBK8_1,1.157894737,100,0
'002276,1,FINC11,FINC11_1,1.157894737,200,0
'002276,1,INBK42,INBK42_5,1.157894737,1000,0
'002276,1,TRST2,TRST2_1,1.156140351,200,0
'002276,1,INBK14,INBK14_6,1.15,300,0
'002276,1,TRST30,TRST30_6,1.149122807,100,0
'002276,1,TRST30,TRST30_18,1.149122807,100,0
'002276,1,INBK73,INBK73_5,1.149122807,1000,0
'002276,1,INBK74,INBK74_2,1.149122807,200,0
'002276,1,INSN9,INSN9_4,1.144736842,1000,0
'002276,1,INSN9,INSN9_5,1.144736842,1000,0
'002276,1,INSN9,INSN9_6,1.144736842,1000,0
'002276,1,INSN9,INSN9_8,1.144736842,1000,0
'002276,1,INSN9,INSN9_9,1.144736842,1000,0
'002276,1,INBK8,INBK8_3,1.140350877,250,0
'002276,1,INBK22,INBK22_1,1.140350877,1000,0
'002276,1,INBK22,INBK22_2,1.140350877,1000,0
'002276,1,FINC7,FINC7_1,1.140350877,300,0
'002276,1,FUND19,FUND19_6,1.140350877,1000,0
'002276,1,FUND19,FUND19_12,1.140350877,1000,0
'002276,1,INBK42,INBK42_4,1.140350877,1000,0
'002276,1,INBK42,INBK42_6,1.140350877,1000,0
'002276,1,FUND26,FUND26_1,1.140350877,1000,0
'002276,1,FUND26,FUND26_2,1.140350877,240,0
'002276,1,FUND26,FUND26_3,1.140350877,150,0
'002276,1,FUND26,FUND26_5,1.140350877,1000,0
'002276,1,FUND26,FUND26_7,1.140350877,270,0
'002276,1,FUND26,FUND26_8,1.140350877,1000,0
'002276,1,FUND26,FUND26_10,1.140350877,160,0
'002276,1,FUND26,FUND26_12,1.140350877,560,0
'002276,1,FUND26,FUND26_13,1.140350877,150,0
'002276,1,FUND26,FUND26_15,1.140350877,560,0
'002276,1,FUND26,FUND26_35,1.140350877,1000,0
'002276,1,FUND26,FUND26_41,1.140350877,1000,0
'002276,1,FUND26,FUND26_42,1.140350877,280,0
'002276,1,FUND26,FUND26_44,1.140350877,180,0
'002276,1,FUND26,FUND26_45,1.140350877,250,0
'002276,1,FUND26,FUND26_47,1.140350877,260,0
'002276,1,FUND26,FUND26_50,1.140350877,1000,0
'002276,1,FUND26,FUND26_51,1.140350877,540,0
'002276,1,FUND26,FUND26_52,1.140350877,1000,0
'002276,1,FUND26,FUND26_54,1.140350877,410,0
'002276,1,FUND26,FUND26_55,1.140350877,880,0
'002276,1,FUND26,FUND26_56,1.140350877,280,0
'002276,1,FUND26,FUND26_57,1.140350877,700,0
'002276,1,FUND26,FUND26_59,1.140350877,410,0
'002276,1,FUND26,FUND26_61,1.140350877,250,0
'002276,1,FUND26,FUND26_62,1.140350877,260,0
'002276,1,FUND26,FUND26_63,1.140350877,170,0
'002276,1,FUND26,FUND26_64,1.140350877,270,0
'002276,1,FUND26,FUND26_66,1.140350877,400,0
'002276,1,FUND26,FUND26_67,1.140350877,670,0
'002276,1,FUND26,FUND26_68,1.140350877,740,0
'002276,1,FUND26,FUND26_69,1.140350877,890,0
'002276,1,FUND26,FUND26_70,1.140350877,1000,0
'002276,1,FUND26,FUND26_71,1.140350877,1000,0
'002276,1,FUND26,FUND26_73,1.140350877,1000,0
'002276,1,FUND26,FUND26_74,1.140350877,560,0
'002276,1,FUND26,FUND26_75,1.140350877,1000,0
'002276,1,FUND26,FUND26_76,1.140350877,120,0
'002276,1,FUND26,FUND26_77,1.140350877,190,0
'002276,1,FUND26,FUND26_78,1.140350877,190,0
'002276,1,FUND26,FUND26_79,1.140350877,1000,0
'002276,1,FUND26,FUND26_80,1.140350877,160,0
'002276,1,TRST24,TRST24_1,1.140350877,300,0
'002276,1,INSN7,INSN7_1,1.140350877,100,0
'002276,1,TRST40,TRST40_1,1.140350877,410,0
'002276,1,INBK42,INBK42_1,1.139473684,1000,0
'002276,1,INSN9,INSN9_1,1.131578947,1000,0
'002276,1,FUND27,FUND27_11,1.123684211,1000,0
'002276,1,FINC3,FINC3_2,1.122807018,1000,0
'002276,1,INSN4,INSN4_1,1.122807018,200,0
'002276,1,INSN4,INSN4_2,1.122807018,200,0
'002276,1,INSN4,INSN4_7,1.122807018,300,0
'002276,1,TRST41,TRST41_1,1.122807018,1000,0
'002276,1,INSN8,INSN8_4,1.118421053,500,0
'002276,1,INSN4,INSN4_8,1.114035088,400,0
'002276,1,INSN4,INSN4_10,1.114035088,300,0
'002276,1,INSN4,INSN4_12,1.114035088,100,0
'002276,1,INSN4,INSN4_13,1.114035088,100,0
'002276,1,INSN4,INSN4_14,1.114035088,100,0
'002276,1,INSN4,INSN4_21,1.114035088,400,0
'002276,1,INBK33,INBK33_4,1.105263158,800,0
'002276,1,TRST39,TRST39_1,1.105263158,410,0
'002276,1,TRST39,TRST39_2,1.105263158,500,0
'002276,1,TRST2,TRST2_1,1.103508772,100,0
'002276,1,INBK48,INBK48_4,1.103508772,700,0
'002276,1,FINC32,FINC32_1,1.103508772,1000,0
'002276,1,FUND55,FUND55_4,1.097368421,180,0
'002276,1,INBK5,INBK5_2,1.096491228,490,0
'002276,1,FINC5,FINC5_1,1.096491228,1000,0
'002276,1,INBK19,INBK19_11,1.096491228,1000,0
'002276,1,FINC7,FINC7_1,1.096491228,400,0
'002276,1,INBK44,INBK44_1,1.096491228,300,0
'002276,1,INBK56,INBK56_1,1.096491228,1000,0
'002276,1,FINC26,FINC26_1,1.096491228,1000,0
'002276,1,FUND55,FUND55_7,1.096491228,480,0
'002276,1,FUND55,FUND55_10,1.096491228,1000,0
'002276,1,FUND55,FUND55_11,1.096491228,1000,0
'002276,1,TRST30,TRST30_6,1.096491228,100,0
'002276,1,TRST30,TRST30_18,1.096491228,100,0
'002276,1,FUND57,FUND57_11,1.096491228,500,0
'002276,1,INBK75,INBK75_1,1.096491228,400,0
'002276,1,INBK78,INBK78_1,1.096491228,100,0
'002276,1,INBK22,INBK22_4,1.087719298,1000,0
'002276,1,FINC17,FINC17_1,1.085964912,190,0
'002276,1,INSN4,INSN4_6,1.078947368,1000,0
'002276,1,FINC17,FINC17_1,1.078947368,310,0
'002276,1,INBK57,INBK57_1,1.078947368,1000,0
'002276,1,INSN7,INSN7_32,1.078070175,100,0
'002276,1,INSN7,INSN7_33,1.078070175,100,0
'002276,1,INBK8,INBK8_1,1.074561404,200,0
'002276,1,INSN8,INSN8_5,1.074561404,600,0
'002276,1,INSN8,INSN8_7,1.074561404,500,0
'002276,1,INSN8,INSN8_12,1.074561404,500,0
'002276,1,INSN8,INSN8_14,1.074561404,500,0
'002276,1,INSN8,INSN8_15,1.074561404,500,0
'002276,1,INSN8,INSN8_16,1.074561404,500,0
'002276,1,INSN8,INSN8_17,1.074561404,500,0
'002276,1,INSN8,INSN8_18,1.074561404,500,0
'002276,1,FUND54,FUND54_1,1.074561404,1000,0
'002276,1,FUND54,FUND54_2,1.074561404,100,0
'002276,1,FUND54,FUND54_3,1.074561404,400,0
'002276,1,FUND60,FUND60_5,1.073684211,400,0
'002276,1,INBK14,INBK14_6,1.071052632,300,0
'002276,1,TRST21,TRST21_1,1.071052632,400,0
'002276,1,FUND9,FUND9_2,1.070175439,500,0
'002276,1,FUND9,FUND9_3,1.070175439,100,0
'002276,1,FUND9,FUND9_13,1.070175439,1000,0
'002276,1,FUND9,FUND9_15,1.070175439,1000,0
'002276,1,FUND9,FUND9_17,1.070175439,900,0
'002276,1,FUND9,FUND9_18,1.070175439,1000,0
'002276,1,FUND9,FUND9_20,1.070175439,1000,0
'002276,1,FUND9,FUND9_25,1.070175439,1000,0
'002276,1,FUND9,FUND9_26,1.070175439,1000,0
'002276,1,FUND9,FUND9_28,1.070175439,100,0
'002276,1,FUND9,FUND9_29,1.070175439,300,0
'002276,1,FUND9,FUND9_30,1.070175439,300,0
'002276,1,FUND9,FUND9_32,1.070175439,300,0
'002276,1,FUND9,FUND9_33,1.070175439,200,0
'002276,1,FUND9,FUND9_34,1.070175439,120,0
'002276,1,FUND9,FUND9_35,1.070175439,500,0
'002276,1,FUND9,FUND9_38,1.070175439,500,0
'002276,1,FUND9,FUND9_39,1.070175439,120,0
'002276,1,FUND9,FUND9_42,1.070175439,200,0
'002276,1,TRST25,TRST25_1,1.070175439,600,0
'002276,1,TRST27,TRST27_1,1.070175439,400,0
'002276,1,INSN4,INSN4_1,1.065789474,500,0
'002276,1,INSN4,INSN4_2,1.065789474,500,0
'002276,1,INSN4,INSN4_12,1.065789474,900,0
'002276,1,INSN4,INSN4_13,1.065789474,900,0
'002276,1,INSN4,INSN4_14,1.065789474,900,0
'002276,1,INBK3,INBK3_3,1.061403509,1000,0
'002276,1,INBK33,INBK33_4,1.061403509,200,0
'002276,1,FUND45,FUND45_2,1.061403509,1000,0
'002276,1,INSN8,INSN8_11,1.061403509,1000,0
'002276,1,TRST32,TRST32_8,1.061403509,300,0
'002276,1,INBK77,INBK77_1,1.059649123,100,0
'002276,1,INBK77,INBK77_15,1.059649123,100,0
'002276,1,INBK77,INBK77_18,1.059649123,500,0
'002276,1,INBK77,INBK77_30,1.059649123,100,0
'002276,1,INBK77,INBK77_31,1.059649123,100,0
'002276,1,INBK77,INBK77_48,1.059649123,100,0
'002276,1,INBK8,INBK8_2,1.052631579,200,0
'002276,1,INBK8,INBK8_3,1.052631579,220,0
'002276,1,FUND7,FUND7_2,1.052631579,240,0
'002276,1,FUND7,FUND7_5,1.052631579,500,0
'002276,1,INBK13,INBK13_8,1.052631579,100,0
'002276,1,INBK21,INBK21_1,1.052631579,1000,0
'002276,1,INBK23,INBK23_3,1.052631579,100,0
'002276,1,TRST11,TRST11_1,1.052631579,200,0
'002276,1,INBK26,INBK26_3,1.052631579,1000,0
'002276,1,INBK29,INBK29_4,1.052631579,400,0
'002276,1,FUND23,FUND23_47,1.052631579,1000,0
'002276,1,FUND23,FUND23_53,1.052631579,1000,0
'002276,1,FUND23,FUND23_54,1.052631579,380,0
'002276,1,FUND23,FUND23_91,1.052631579,1000,0
'002276,1,FUND27,FUND27_10,1.052631579,500,0
'002276,1,QFII6,QFII6_1,1.052631579,290,0
'002276,1,INBK53,INBK53_1,1.052631579,1000,0
'002276,1,FUND47,FUND47_2,1.052631579,500,0
'002276,1,FUND51,FUND51_3,1.052631579,1000,0
'002276,1,FUND51,FUND51_4,1.052631579,1000,0
'002276,1,INBK66,INBK66_1,1.052631579,300,0
'002276,1,FUND57,FUND57_7,1.052631579,500,0
'002276,1,FUND57,FUND57_11,1.052631579,500,0
'002276,1,FUND9,FUND9_19,1.050877193,1000,0
'002276,1,INBK41,INBK41_1,1.043859649,1000,0
'002276,1,FINC2,FINC2_1,1.035087719,1000,0
'002276,1,TRST31,TRST31_1,1.035087719,340,0
'002276,1,INBK77,INBK77_8,1.035087719,670,0
'002276,1,INBK77,INBK77_9,1.035087719,760,0
'002276,1,FUND32,FUND32_5,1.031578947,100,0
'002276,1,INSN8,INSN8_4,1.01754386,500,0
'002276,1,FUND48,FUND48_7,1.01754386,1000,0
'002276,1,FUND55,FUND55_6,1.01754386,500,0
'002276,1,TRST32,TRST32_8,1.015789474,300,0
'002276,1,INBK77,INBK77_18,1.015789474,300,0
'002276,1,INSN7,INSN7_34,1.014035088,100,0
'002276,1,TRST23,TRST23_1,1.009649123,500,0
'002276,1,INBK8,INBK8_10,1.00877193,800,0
'002276,1,INBK19,INBK19_2,1.00877193,200,0
'002276,1,INBK19,INBK19_5,1.00877193,200,0
'002276,1,INBK23,INBK23_3,1.00877193,100,0
'002276,1,FUND14,FUND14_2,1.00877193,300,0
'002276,1,FUND17,FUND17_1,1.00877193,450,0
'002276,1,FUND17,FUND17_2,1.00877193,1000,0
'002276,1,FUND17,FUND17_12,1.00877193,1000,0
'002276,1,FUND17,FUND17_15,1.00877193,250,0
'002276,1,FUND17,FUND17_16,1.00877193,220,0
'002276,1,FUND17,FUND17_17,1.00877193,200,0
'002276,1,FUND17,FUND17_18,1.00877193,500,0
'002276,1,FUND17,FUND17_19,1.00877193,500,0
'002276,1,FUND17,FUND17_20,1.00877193,350,0
'002276,1,FUND17,FUND17_24,1.00877193,300,0
'002276,1,FUND17,FUND17_25,1.00877193,250,0
'002276,1,FUND17,FUND17_27,1.00877193,200,0
'002276,1,FUND17,FUND17_28,1.00877193,1000,0
'002276,1,FUND17,FUND17_29,1.00877193,1000,0
'002276,1,FUND18,FUND18_11,1.00877193,1000,0
'002276,1,INBK44,INBK44_1,1.00877193,400,0
'002276,1,INSN6,INSN6_16,1.00877193,300,0
'002276,1,INSN6,INSN6_17,1.00877193,300,0
'002276,1,INBK50,INBK50_3,1.00877193,1000,0
'002276,1,TRST24,TRST24_1,1.00877193,300,0
'002276,1,FUND57,FUND57_7,1.00877193,500,0
'002276,1,INBK69,INBK69_3,1.00877193,1000,0
'002276,1,INBK69,INBK69_15,1.00877193,1000,0
'002276,1,INBK69,INBK69_21,1.00877193,1000,0
'002276,1,FUND58,FUND58_1,1.00877193,1000,0
'002276,1,FUND58,FUND58_5,1.00877193,1000,0
'002276,1,FUND58,FUND58_6,1.00877193,1000,0
'002276,1,FUND58,FUND58_8,1.00877193,1000,0
'002276,1,INBK78,INBK78_1,1.00877193,100,0
'002276,1,INBK28,INBK28_5,1.006140351,100,0
'002276,1,INSN5,INSN5_1,1,1000,0
'002276,1,INSN5,INSN5_2,1,100,0
'002276,1,INSN5,INSN5_3,1,190,0
'002276,1,INSN5,INSN5_4,1,810,0
'002276,1,INSN5,INSN5_5,1,160,0
'002276,1,INSN5,INSN5_7,1,280,0
'002276,1,INSN5,INSN5_8,1,270,0
'002276,1,INSN5,INSN5_9,1,240,0
'002276,1,INSN5,INSN5_10,1,100,0
'002276,1,INSN5,INSN5_11,1,200,0
'002276,1,INSN5,INSN5_12,1,360,0
'002276,1,INSN5,INSN5_13,1,560,0
'002276,1,INSN5,INSN5_14,1,360,0
'002276,1,INSN5,INSN5_15,1,550,0
'002276,1,INSN5,INSN5_16,1,470,0
'002276,1,INSN5,INSN5_17,1,470,0
'002276,1,INSN5,INSN5_18,1,290,0
'002276,1,INSN5,INSN5_19,1,550,0
'002276,1,INSN5,INSN5_20,1,690,0
'002276,1,INSN5,INSN5_21,1,580,0
'002276,1,INSN5,INSN5_22,1,1000,0
'002276,1,INSN5,INSN5_23,1,530,0
'002276,1,INSN5,INSN5_24,1,100,0
'002276,1,INSN5,INSN5_26,1,1000,0
'002276,1,INSN5,INSN5_28,1,760,0
'002276,1,INSN5,INSN5_29,1,180,0
'002276,1,INSN5,INSN5_30,1,200,0
'002276,1,INSN5,INSN5_31,1,160,0
'002276,1,INSN5,INSN5_32,1,590,0
'002276,1,INSN5,INSN5_33,1,740,0
'002276,1,INSN5,INSN5_34,1,1000,0
'002276,1,INSN5,INSN5_35,1,460,0
'002276,1,INSN5,INSN5_36,1,300,0
'002276,1,INSN5,INSN5_37,1,220,0
'002276,1,INSN5,INSN5_38,1,740,0
'002276,1,INSN5,INSN5_39,1,630,0
'002276,1,INSN5,INSN5_42,1,790,0
'002276,1,INSN5,INSN5_43,1,1000,0
'002276,1,INSN5,INSN5_44,1,200,0
'002276,1,INSN5,INSN5_46,1,170,0
'002276,1,INSN5,INSN5_47,1,260,0
'002276,1,INSN5,INSN5_48,1,320,0
'002276,1,INSN5,INSN5_49,1,340,0
'002276,1,INSN5,INSN5_50,1,300,0
'002276,1,INSN5,INSN5_51,1,170,0
'002276,1,INSN5,INSN5_52,1,1000,0
'002276,1,INSN5,INSN5_53,1,960,0
'002276,1,INSN5,INSN5_55,1,110,0
'002276,1,INSN5,INSN5_56,1,1000,0
'002276,1,INSN5,INSN5_58,1,590,0
'002276,1,INSN5,INSN5_60,1,570,0
'002276,1,INSN5,INSN5_61,1,310,0
'002276,1,INSN5,INSN5_62,1,1000,0
'002276,1,INSN5,INSN5_63,1,1000,0
'002276,1,INSN5,INSN5_64,1,250,0
'002276,1,INSN6,INSN6_1,1,200,0
'002276,1,INSN6,INSN6_2,1,1000,0
'002276,1,INSN6,INSN6_3,1,1000,0
'002276,1,INSN6,INSN6_4,1,1000,0
'002276,1,INSN6,INSN6_5,1,1000,0
'002276,1,INSN6,INSN6_6,1,1000,0
'002276,1,INSN6,INSN6_8,1,1000,0
'002276,1,INSN6,INSN6_11,1,1000,0
'002276,1,INSN6,INSN6_12,1,1000,0
'002276,1,INSN6,INSN6_13,1,200,0
'002276,1,INSN6,INSN6_19,1,1000,0
'002276,1,INSN6,INSN6_20,1,1000,0
'002276,1,INSN6,INSN6_21,1,250,0
'002276,1,INSN6,INSN6_23,1,1000,0
'002276,1,TRST5,TRST5_1,0.99122807,400,0
'002276,1,INSN4,INSN4_8,0.99122807,600,0
'002276,1,INSN4,INSN4_10,0.99122807,700,0
'002276,1,INSN4,INSN4_18,0.99122807,200,0
'002276,1,INSN4,INSN4_21,0.99122807,600,0
'002276,1,FUND34,FUND34_14,0.99122807,1000,0
'002276,1,FUND34,FUND34_25,0.99122807,1000,0
'002276,1,FUND34,FUND34_27,0.99122807,1000,0
'002276,1,FUND52,FUND52_8,0.99122807,1000,0
'002276,1,INSN11,INSN11_2,0.99122807,200,0
'002276,1,INSN11,INSN11_3,0.99122807,200,0
'002276,1,FUND52,FUND52_11,0.986842105,1000,0
'002276,1,INBK67,INBK67_3,0.98245614,1000,0
'002276,1,INBK67,INBK67_4,0.98245614,1000,0
'002276,1,FUND54,FUND54_3,0.978947368,300,0
'002276,1,INBK14,INBK14_6,0.974561404,400,0
'002276,1,INBK77,INBK77_4,0.974561404,1000,0
'002276,1,INBK77,INBK77_7,0.974561404,100,0
'002276,1,INBK77,INBK77_13,0.974561404,1000,0
'002276,1,INBK77,INBK77_19,0.974561404,1000,0
'002276,1,INBK77,INBK77_28,0.974561404,100,0
'002276,1,INBK77,INBK77_32,0.974561404,1000,0
'002276,1,TRST3,TRST3_1,0.973684211,1000,0
'002276,1,INBK8,INBK8_1,0.973684211,300,0
'002276,1,FUND9,FUND9_16,0.973684211,1000,0
'002276,1,INSN8,INSN8_5,0.973684211,400,0
'002276,1,INSN8,INSN8_7,0.973684211,500,0
'002276,1,INSN8,INSN8_12,0.973684211,500,0
'002276,1,INSN8,INSN8_14,0.973684211,500,0
'002276,1,INSN8,INSN8_15,0.973684211,500,0
'002276,1,INSN8,INSN8_16,0.973684211,500,0
'002276,1,INSN8,INSN8_17,0.973684211,500,0
'002276,1,INSN8,INSN8_18,0.973684211,500,0
'002276,1,INBK61,INBK61_1,0.973684211,200,0
'002276,1,TRST30,TRST30_6,0.973684211,300,0
'002276,1,TRST30,TRST30_18,0.973684211,300,0
'002276,1,INBK67,INBK67_1,0.973684211,1000,0
'002276,1,FUND60,FUND60_5,0.966666667,600,0
'002276,1,FUND60,FUND60_7,0.966666667,1000,0
'002276,1,INBK27,INBK27_9,0.965789474,1000,0
'002276,1,INSN1,INSN1_1,0.964912281,310,0
'002276,1,INBK8,INBK8_2,0.964912281,200,0
'002276,1,FUND7,FUND7_5,0.964912281,500,0
'002276,1,INBK13,INBK13_8,0.964912281,100,0
'002276,1,FUND14,FUND14_2,0.964912281,500,0
'002276,1,TRST11,TRST11_1,0.964912281,500,0
'002276,1,FUND15,FUND15_6,0.964912281,1000,0
'002276,1,FUND15,FUND15_7,0.964912281,200,0
'002276,1,FUND15,FUND15_8,0.964912281,1000,0
'002276,1,FUND15,FUND15_9,0.964912281,1000,0
'002276,1,FUND15,FUND15_10,0.964912281,1000,0
'002276,1,FUND15,FUND15_11,0.964912281,1000,0
'002276,1,FUND15,FUND15_12,0.964912281,1000,0
'002276,1,FUND15,FUND15_13,0.964912281,600,0
'002276,1,FUND15,FUND15_16,0.964912281,1000,0
'002276,1,FUND15,FUND15_17,0.964912281,1000,0
'002276,1,FUND15,FUND15_19,0.964912281,500,0
'002276,1,FUND15,FUND15_21,0.964912281,1000,0
'002276,1,FUND15,FUND15_22,0.964912281,1000,0
'002276,1,FUND15,FUND15_23,0.964912281,1000,0
'002276,1,FUND15,FUND15_24,0.964912281,400,0
'002276,1,FUND15,FUND15_26,0.964912281,1000,0
'002276,1,FUND15,FUND15_27,0.964912281,1000,0
'002276,1,FUND16,FUND16_9,0.964912281,300,0
'002276,1,INBK32,INBK32_4,0.964912281,150,0
'002276,1,FUND20,FUND20_1,0.964912281,1000,0
'002276,1,FUND20,FUND20_5,0.964912281,1000,0
'002276,1,FUND22,FUND22_1,0.964912281,500,0
'002276,1,FUND22,FUND22_4,0.964912281,1000,0
'002276,1,INBK42,INBK42_9,0.964912281,1000,0
'002276,1,FUND27,FUND27_10,0.964912281,500,0
'002276,1,FUND30,FUND30_1,0.964912281,1000,0
'002276,1,FUND30,FUND30_2,0.964912281,180,0
'002276,1,FUND30,FUND30_3,0.964912281,800,0
'002276,1,INSN6,INSN6_10,0.964912281,220,0
'002276,1,INSN6,INSN6_16,0.964912281,300,0
'002276,1,INSN6,INSN6_17,0.964912281,300,0
'002276,1,FINC20,FINC20_1,0.964912281,200,0
'002276,1,INSN7,INSN7_16,0.964912281,160,0
'002276,1,INSN7,INSN7_18,0.964912281,460,0
'002276,1,INBK59,INBK59_1,0.964912281,500,0
'002276,1,TRST27,TRST27_1,0.964912281,300,0
'002276,1,FUND57,FUND57_2,0.964912281,500,0
'002276,1,FUND57,FUND57_12,0.964912281,300,0
'002276,1,TRST32,TRST32_8,0.964912281,400,0
'002276,1,INBK77,INBK77_18,0.964912281,200,0
'002276,1,INBK77,INBK77_35,0.964912281,1000,0
'002276,1,INBK77,INBK77_39,0.964912281,400,0
'002276,1,INSN7,INSN7_32,0.95877193,800,0
'002276,1,INSN7,INSN7_33,0.95877193,800,0
'002276,1,FUND18,FUND18_3,0.947368421,500,0
'002276,1,FUND25,FUND25_11,0.947368421,1000,0
'002276,1,TRST31,TRST31_1,0.947368421,330,0
'002276,1,INSN12,INSN12_2,0.947368421,1000,0
'002276,1,INSN12,INSN12_4,0.947368421,1000,0
'002276,1,INSN12,INSN12_5,0.947368421,1000,0
'002276,1,INSN12,INSN12_6,0.947368421,1000,0
'002276,1,INSN12,INSN12_7,0.947368421,1000,0
'002276,1,INSN12,INSN12_10,0.947368421,1000,0
'002276,1,INSN12,INSN12_11,0.947368421,1000,0
'002276,1,INSN12,INSN12_12,0.947368421,1000,0
'002276,1,INSN12,INSN12_13,0.947368421,1000,0
'002276,1,INSN12,INSN12_15,0.947368421,1000,0
'002276,1,TRST5,TRST5_1,0.938596491,300,0
'002276,1,FUND55,FUND55_6,0.937719298,500,0
'002276,1,TRST15,TRST15_1,0.936842105,300,0
'002276,1,INBK64,INBK64_1,0.929824561,200,0
