stkcd,dealseq,inscode,biddercode,price_normal,shares,policy_flag
'002290,15,INSN8,INSN8_7,1.296296296,420,0
'002290,15,INSN8,INSN8_14,1.296296296,420,0
'002290,15,INSN8,INSN8_15,1.296296296,420,0
'002290,15,INSN8,INSN8_16,1.296296296,420,0
'002290,15,INSN8,INSN8_17,1.296296296,420,0
'002290,15,INSN8,INSN8_18,1.296296296,420,0
'002290,15,INBK42,INBK42_5,1.277777778,420,0
'002290,15,INBK42,INBK42_7,1.277777778,100,0
'002290,15,INBK15,INBK15_3,1.259259259,420,0
'002290,15,TRST24,TRST24_1,1.259259259,220,0
'002290,15,INSN7,INSN7_24,1.240740741,420,0
'002290,15,INSN7,INSN7_25,1.240740741,420,0
'002290,15,INSN7,INSN7_27,1.240740741,420,0
'002290,15,INSN7,INSN7_28,1.240740741,420,0
'002290,15,INSN7,INSN7_29,1.240740741,420,0
'002290,15,INSN7,INSN7_30,1.240740741,420,0
'002290,15,INSN7,INSN7_31,1.240740741,420,0
'002290,15,INSN7,INSN7_38,1.240740741,420,0
'002290,15,INBK42,INBK42_2,1.222222222,420,0
'002290,15,TRST19,TRST19_1,1.222222222,420,0
'002290,15,FINC3,FINC3_2,1.185185185,420,0
'002290,15,FUND7,FUND7_5,1.185185185,420,0
'002290,15,TRST9,TRST9_1,1.185185185,100,0
'002290,15,FUND11,FUND11_7,1.185185185,420,0
'002290,15,INSN4,INSN4_4,1.185185185,420,0
'002290,15,FUND53,FUND53_51,1.185185185,420,0
'002290,15,TRST32,TRST32_3,1.185185185,160,0
'002290,15,TRST32,TRST32_5,1.185185185,120,0
'002290,15,TRST32,TRST32_8,1.185185185,140,0
'002290,15,INSN12,INSN12_10,1.185185185,420,0
'002290,15,FUND54,FUND54_1,1.155555556,420,0
'002290,15,FINC7,FINC7_1,1.148148148,420,0
'002290,15,INBK42,INBK42_6,1.148148148,160,0
'002290,15,TRST21,TRST21_1,1.148148148,140,0
'002290,15,INSN7,INSN7_3,1.148148148,420,0
'002290,15,INSN7,INSN7_4,1.148148148,260,0
'002290,15,INSN7,INSN7_5,1.148148148,260,0
'002290,15,INSN7,INSN7_10,1.148148148,240,0
'002290,15,INSN7,INSN7_11,1.148148148,260,0
'002290,15,INSN7,INSN7_41,1.148148148,420,0
'002290,15,FUND52,FUND52_11,1.148148148,420,0
'002290,15,TRST31,TRST31_1,1.148148148,420,0
'002290,15,TRST32,TRST32_8,1.148148148,140,0
'002290,15,FINC37,FINC37_1,1.148148148,420,0
'002290,15,TRST40,TRST40_2,1.148148148,420,0
'002290,15,INBK73,INBK73_5,1.143703704,420,0
'002290,15,INBK42,INBK42_1,1.137777778,420,0
'002290,15,INBK33,INBK33_4,1.12962963,420,0
'002290,15,INBK37,INBK37_1,1.12962963,420,0
'002290,15,TRST32,TRST32_6,1.12962963,420,0
'002290,15,INBK53,INBK53_1,1.125925926,420,0
'002290,15,FINC32,FINC32_1,1.125925926,420,0
'002290,15,FINC19,FINC19_1,1.117777778,420,0
'002290,15,INSN10,INSN10_2,1.114814815,420,0
'002290,15,INSN10,INSN10_3,1.114814815,420,0
'002290,15,INSN10,INSN10_4,1.114814815,420,0
'002290,15,TRST32,TRST32_8,1.114814815,140,0
'002290,15,TRST2,TRST2_1,1.111111111,420,0
'002290,15,FUND1,FUND1_7,1.111111111,420,0
'002290,15,INBK11,INBK11_2,1.111111111,200,0
'002290,15,INBK11,INBK11_4,1.111111111,420,0
'002290,15,INBK21,INBK21_1,1.111111111,420,0
'002290,15,INBK34,INBK34_1,1.111111111,420,0
'002290,15,INBK42,INBK42_9,1.111111111,420,0
'002290,15,QFII8,QFII8_1,1.111111111,420,0
'002290,15,TRST24,TRST24_1,1.111111111,100,0
'002290,15,INBK57,INBK57_1,1.111111111,420,0
'002290,15,FUND52,FUND52_5,1.111111111,420,0
'002290,15,INBK69,INBK69_1,1.111111111,420,0
'002290,15,INBK69,INBK69_3,1.111111111,420,0
'002290,15,INBK69,INBK69_4,1.111111111,360,0
'002290,15,INBK69,INBK69_15,1.111111111,420,0
'002290,15,INBK75,INBK75_1,1.111111111,420,0
'002290,15,INBK77,INBK77_38,1.111111111,420,0
'002290,15,INBK77,INBK77_45,1.111111111,420,0
'002290,15,TRST40,TRST40_1,1.111111111,420,0
'002290,15,FUND52,FUND52_8,1.107407407,420,0
'002290,15,FUND52,FUND52_9,1.107407407,420,0
'002290,15,TRST22,TRST22_1,1.103703704,420,0
'002290,15,INSN4,INSN4_1,1.102222222,120,0
'002290,15,INSN4,INSN4_2,1.102222222,120,0
'002290,15,INSN4,INSN4_3,1.102222222,120,0
'002290,15,INSN4,INSN4_15,1.085185185,420,0
'002290,15,INSN4,INSN4_16,1.085185185,420,0
'002290,15,INSN4,INSN4_6,1.081481482,420,0
'002290,15,TRST25,TRST25_1,1.081481482,420,0
'002290,15,TRST30,TRST30_4,1.081481482,340,0
'002290,15,TRST30,TRST30_6,1.081481482,420,0
'002290,15,TRST5,TRST5_1,1.074074074,180,0
'002290,15,FINC6,FINC6_1,1.074074074,420,0
'002290,15,FUND10,FUND10_6,1.074074074,420,0
'002290,15,FUND10,FUND10_14,1.074074074,420,0
'002290,15,FUND10,FUND10_15,1.074074074,420,0
'002290,15,FUND14,FUND14_2,1.074074074,220,0
'002290,15,FUND18,FUND18_13,1.074074074,420,0
'002290,15,INSN4,INSN4_7,1.074074074,340,0
'002290,15,INSN4,INSN4_9,1.074074074,420,0
'002290,15,INSN4,INSN4_10,1.074074074,280,0
'002290,15,FUND30,FUND30_1,1.074074074,420,0
'002290,15,FINC26,FINC26_1,1.074074074,420,0
'002290,15,TRST27,TRST27_1,1.074074074,420,0
'002290,15,INBK66,INBK66_1,1.074074074,120,0
'002290,15,INBK5,INBK5_2,1.066666667,320,0
'002290,15,FUND6,FUND6_12,1.066666667,420,0
'002290,15,FUND6,FUND6_15,1.066666667,420,0
'002290,15,FUND16,FUND16_9,1.066666667,420,0
'002290,15,INSN4,INSN4_1,1.066666667,300,0
'002290,15,INSN4,INSN4_2,1.066666667,300,0
'002290,15,INSN4,INSN4_3,1.066666667,300,0
'002290,15,INSN4,INSN4_8,1.066666667,420,0
'002290,15,INSN4,INSN4_12,1.066666667,420,0
'002290,15,INSN4,INSN4_13,1.066666667,420,0
'002290,15,INSN4,INSN4_14,1.066666667,420,0
'002290,15,INSN4,INSN4_21,1.066666667,420,0
'002290,15,INBK48,INBK48_4,1.066666667,420,0
'002290,15,FINC20,FINC20_1,1.066666667,420,0
'002290,15,INBK61,INBK61_1,1.066666667,420,0
'002290,15,INBK72,INBK72_1,1.066666667,420,0
'002290,15,INBK3,INBK3_3,1.044444444,420,0
'002290,15,INBK14,INBK14_6,1.040740741,420,0
'002290,15,TRST23,TRST23_1,1.037407407,200,0
'002290,15,INBK2,INBK2_1,1.037037037,420,0
'002290,15,INBK8,INBK8_3,1.037037037,280,0
'002290,15,INBK20,INBK20_5,1.037037037,420,0
'002290,15,INBK24,INBK24_1,1.037037037,420,0
'002290,15,FUND14,FUND14_2,1.037037037,100,0
'002290,15,INBK27,INBK27_9,1.037037037,420,0
'002290,15,INBK28,INBK28_5,1.037037037,420,0
'002290,15,QFII5,QFII5_1,1.037037037,420,0
'002290,15,FUND26,FUND26_8,1.037037037,140,0
'002290,15,FUND26,FUND26_35,1.037037037,420,0
'002290,15,FUND26,FUND26_50,1.037037037,420,0
'002290,15,FUND26,FUND26_51,1.037037037,420,0
'002290,15,FUND26,FUND26_52,1.037037037,420,0
'002290,15,FUND26,FUND26_71,1.037037037,420,0
'002290,15,TRST17,TRST17_1,1.037037037,420,0
'002290,15,INBK47,INBK47_2,1.037037037,100,0
'002290,15,FUND46,FUND46_1,1.037037037,420,0
'002290,15,INBK58,INBK58_1,1.037037037,420,0
'002290,15,FUND54,FUND54_3,1.037037037,420,0
'002290,15,INBK66,INBK66_1,1.037037037,200,0
'002290,15,FINC30,FINC30_1,1.037037037,420,0
'002290,15,INBK70,INBK70_1,1.037037037,420,0
'002290,15,INSN12,INSN12_2,1.037037037,420,0
'002290,15,INSN12,INSN12_7,1.037037037,420,0
'002290,15,INBK78,INBK78_1,1.037037037,100,0
'002290,15,INBK9,INBK9_2,1.034444444,420,0
'002290,15,FINC21,FINC21_1,1.034444444,420,0
'002290,15,FUND15,FUND15_6,1.024074074,420,0
'002290,15,FUND15,FUND15_9,1.024074074,420,0
'002290,15,FUND15,FUND15_11,1.024074074,400,0
'002290,15,FUND15,FUND15_16,1.024074074,420,0
'002290,15,FUND15,FUND15_21,1.024074074,420,0
'002290,15,FUND15,FUND15_23,1.024074074,420,0
'002290,15,FUND15,FUND15_24,1.024074074,420,0
'002290,15,FUND15,FUND15_26,1.024074074,420,0
'002290,15,FUND17,FUND17_12,1.022222222,420,0
'002290,15,TRST5,TRST5_1,1.018518519,140,0
'002290,15,TRST39,TRST39_1,1.018518519,160,0
'002290,15,INBK77,INBK77_36,1.018518519,420,0
'002290,15,TRST15,TRST15_1,1.014074074,220,0
'002290,15,INBK35,INBK35_3,1.004074074,140,0
'002290,15,TRST7,TRST7_1,1,420,0
'002290,15,FUND9,FUND9_1,1,420,0
'002290,15,FUND9,FUND9_2,1,420,0
'002290,15,FUND9,FUND9_13,1,420,0
'002290,15,FUND9,FUND9_15,1,420,0
'002290,15,FUND9,FUND9_18,1,420,0
'002290,15,FUND9,FUND9_19,1,420,0
'002290,15,FUND9,FUND9_20,1,420,0
'002290,15,FUND14,FUND14_2,1,100,0
'002290,15,FUND18,FUND18_11,1,420,0
'002290,15,FUND20,FUND20_5,1,420,0
'002290,15,TRST24,TRST24_1,1,100,0
'002290,15,FUND48,FUND48_3,1,420,0
'002290,15,FUND48,FUND48_7,1,420,0
'002290,15,TRST29,TRST29_1,1,420,0
'002290,15,INBK66,INBK66_1,1,100,0
'002290,15,INBK77,INBK77_4,1,420,0
'002290,15,INBK77,INBK77_8,1,300,0
'002290,15,INBK77,INBK77_9,1,200,0
'002290,15,INBK77,INBK77_13,1,420,0
'002290,15,INBK77,INBK77_19,1,200,0
'002290,15,INBK77,INBK77_29,1,420,0
'002290,15,INBK77,INBK77_32,1,420,0
'002290,15,INBK77,INBK77_34,1,420,0
'002290,15,TRST15,TRST15_1,0.995555556,100,0
'002290,15,TRST14,TRST14_2,0.992592593,420,0
'002290,15,INBK47,INBK47_2,0.981481482,100,0
'002290,15,TRST13,TRST13_1,0.977777778,420,0
'002290,15,INBK56,INBK56_1,0.977777778,420,0
'002290,15,FUND58,FUND58_5,0.977777778,420,0
'002290,15,TRST39,TRST39_5,0.977777778,420,0
'002290,15,FUND34,FUND34_18,0.97037037,420,0
'002290,15,FUND34,FUND34_24,0.97037037,420,0
'002290,15,TRST5,TRST5_1,0.962962963,100,0
'002290,15,FINC5,FINC5_1,0.962962963,420,0
'002290,15,FUND11,FUND11_4,0.962962963,420,0
'002290,15,INBK27,INBK27_3,0.962962963,420,0
'002290,15,INSN3,INSN3_1,0.962962963,420,0
'002290,15,FUND21,FUND21_6,0.962962963,420,0
'002290,15,FUND22,FUND22_3,0.962962963,420,0
'002290,15,FUND34,FUND34_14,0.962962963,420,0
'002290,15,FUND34,FUND34_27,0.962962963,420,0
'002290,15,FUND43,FUND43_6,0.962962963,420,0
'002290,15,INBK76,INBK76_3,0.962962963,420,0
'002290,15,FUND55,FUND55_11,0.96,420,0
'002290,15,TRST15,TRST15_1,0.951111111,100,0
'002290,15,INBK35,INBK35_3,0.93962963,140,0
'002290,15,INSN7,INSN7_32,0.930740741,420,0
'002290,15,FINC2,FINC2_1,0.925925926,420,0
'002290,15,INBK5,INBK5_2,0.925925926,100,0
'002290,15,INBK12,INBK12_4,0.925925926,420,0
'002290,15,INBK19,INBK19_2,0.925925926,420,0
'002290,15,INBK30,INBK30_3,0.925925926,300,0
'002290,15,FINC11,FINC11_1,0.925925926,420,0
'002290,15,INBK41,INBK41_1,0.925925926,420,0
'002290,15,INSN4,INSN4_18,0.925925926,100,0
'002290,15,INBK44,INBK44_1,0.925925926,420,0
'002290,15,FUND28,FUND28_11,0.925925926,420,0
'002290,15,FUND28,FUND28_12,0.925925926,420,0
'002290,15,INSN7,INSN7_33,0.925925926,100,0
'002290,15,INBK59,INBK59_1,0.925925926,420,0
'002290,15,INBK64,INBK64_1,0.925925926,280,0
'002290,15,INSN11,INSN11_1,0.925925926,100,0
'002290,15,INSN11,INSN11_2,0.925925926,100,0
'002290,15,INSN11,INSN11_3,0.925925926,100,0
'002290,15,INSN12,INSN12_3,0.925925926,420,0
'002290,15,INSN12,INSN12_4,0.925925926,420,0
'002290,15,INSN12,INSN12_5,0.925925926,420,0
'002290,15,INSN12,INSN12_6,0.925925926,420,0
'002290,15,INSN12,INSN12_11,0.925925926,420,0
'002290,15,INSN12,INSN12_12,0.925925926,420,0
'002290,15,INSN12,INSN12_13,0.925925926,420,0
'002290,15,INSN12,INSN12_14,0.925925926,420,0
'002290,15,INSN12,INSN12_15,0.925925926,420,0
'002290,15,INSN13,INSN13_4,0.925925926,420,0
'002290,15,INSN13,INSN13_6,0.925925926,420,0
'002290,15,INSN13,INSN13_13,0.925925926,420,0
'002290,15,INSN13,INSN13_20,0.925925926,140,0
'002290,15,INSN13,INSN13_36,0.925925926,420,0
'002290,15,INSN13,INSN13_47,0.925925926,420,0
'002290,15,INSN13,INSN13_52,0.925925926,420,0
'002290,15,INSN13,INSN13_54,0.925925926,420,0
'002290,15,INSN13,INSN13_55,0.925925926,420,0
'002290,15,INSN13,INSN13_56,0.925925926,420,0
'002290,15,INSN13,INSN13_57,0.925925926,420,0
'002290,15,INSN13,INSN13_58,0.925925926,420,0
'002290,15,INSN13,INSN13_59,0.925925926,420,0
'002290,15,INSN13,INSN13_62,0.925925926,200,0
'002290,15,INSN13,INSN13_63,0.925925926,420,0
'002290,15,INSN13,INSN13_64,0.925925926,100,0
'002290,15,TRST39,TRST39_1,0.925925926,120,0
'002290,15,TRST39,TRST39_2,0.925925926,420,0
'002290,15,INBK77,INBK77_40,0.925925926,420,0
'002290,15,INBK8,INBK8_10,0.924444444,420,0
'002290,15,INBK47,INBK47_2,0.918518519,100,0
'002290,15,FUND57,FUND57_11,0.918518519,420,0
'002290,15,INBK67,INBK67_4,0.918518519,420,0
'002290,15,TRST3,TRST3_1,0.914074074,420,0
'002290,15,INBK67,INBK67_1,0.905555556,420,0
'002290,15,FUND39,FUND39_4,0.9,420,0
'002290,15,FUND39,FUND39_20,0.9,420,0
'002290,15,FUND39,FUND39_21,0.9,420,0
'002290,15,FUND39,FUND39_22,0.9,400,0
'002290,15,FUND39,FUND39_23,0.9,420,0
'002290,15,TRST23,TRST23_1,0.889259259,220,0
'002290,15,FUND2,FUND2_33,0.888888889,420,0
'002290,15,INBK19,INBK19_11,0.888888889,420,0
'002290,15,INBK22,INBK22_1,0.888888889,420,0
'002290,15,FUND19,FUND19_3,0.888888889,420,0
'002290,15,FUND19,FUND19_5,0.888888889,420,0
'002290,15,FUND19,FUND19_6,0.888888889,420,0
'002290,15,FUND23,FUND23_43,0.888888889,420,0
'002290,15,FUND23,FUND23_47,0.888888889,420,0
'002290,15,FUND23,FUND23_53,0.888888889,420,0
'002290,15,FUND23,FUND23_54,0.888888889,360,0
'002290,15,FUND23,FUND23_91,0.888888889,420,0
'002290,15,FUND26,FUND26_19,0.888888889,420,0
'002290,15,FUND34,FUND34_20,0.888888889,420,0
'002290,15,FUND37,FUND37_6,0.888888889,220,0
'002290,15,FUND37,FUND37_7,0.888888889,100,0
'002290,15,INBK54,INBK54_3,0.888888889,420,0
'002290,15,FUND56,FUND56_6,0.888888889,420,0
'002290,15,FUND56,FUND56_9,0.888888889,420,0
'002290,15,FUND56,FUND56_10,0.888888889,420,0
'002290,15,FUND56,FUND56_13,0.888888889,420,0
'002290,15,FUND56,FUND56_18,0.888888889,420,0
'002290,15,FUND56,FUND56_19,0.888888889,420,0
'002290,15,FINC28,FINC28_1,0.888888889,420,0
'002290,15,INBK69,INBK69_10,0.888888889,420,0
'002290,15,INBK69,INBK69_12,0.888888889,420,0
'002290,15,INBK69,INBK69_13,0.888888889,320,0
'002290,15,TRST39,TRST39_1,0.888888889,140,0
'002290,15,FUND60,FUND60_7,0.888888889,420,0
'002290,15,INBK22,INBK22_4,0.885185185,420,0
'002290,15,INBK35,INBK35_3,0.88,140,0
'002290,15,FUND4,FUND4_10,0.872222222,420,0
'002290,15,FUND4,FUND4_12,0.872222222,420,0
'002290,15,FUND4,FUND4_13,0.872222222,420,0
'002290,15,FUND19,FUND19_8,0.87037037,420,0
'002290,15,FUND19,FUND19_11,0.87037037,420,0
'002290,15,INBK64,INBK64_1,0.87037037,140,0
'002290,15,FUND34,FUND34_25,0.859259259,420,0
'002290,15,FUND2,FUND2_21,0.851851852,420,0
'002290,15,FUND2,FUND2_24,0.851851852,420,0
'002290,15,FUND2,FUND2_26,0.851851852,420,0
'002290,15,FUND2,FUND2_34,0.851851852,420,0
'002290,15,FUND2,FUND2_35,0.851851852,420,0
'002290,15,FUND2,FUND2_36,0.851851852,420,0
'002290,15,FUND2,FUND2_38,0.851851852,420,0
'002290,15,INBK30,INBK30_3,0.851851852,120,0
'002290,15,FUND27,FUND27_11,0.851851852,420,0
'002290,15,FUND34,FUND34_36,0.851851852,420,0
'002290,15,FUND37,FUND37_6,0.851851852,200,0
'002290,15,FUND55,FUND55_1,0.851851852,420,0
'002290,15,FINC38,FINC38_1,0.85,420,0
'002290,15,TRST28,TRST28_1,0.817777778,300,0
'002290,15,INBK27,INBK27_4,0.814814815,420,0
'002290,15,INSN4,INSN4_18,0.814814815,220,0
'002290,15,FUND23,FUND23_1,0.814814815,340,0
'002290,15,FUND23,FUND23_2,0.814814815,120,0
'002290,15,FUND23,FUND23_5,0.814814815,120,0
'002290,15,FUND23,FUND23_14,0.814814815,120,0
'002290,15,FUND23,FUND23_48,0.814814815,420,0
'002290,15,FUND23,FUND23_49,0.814814815,100,0
'002290,15,FUND23,FUND23_50,0.814814815,160,0
'002290,15,FUND23,FUND23_57,0.814814815,120,0
'002290,15,FUND23,FUND23_61,0.814814815,160,0
'002290,15,FUND23,FUND23_68,0.814814815,200,0
'002290,15,FUND23,FUND23_71,0.814814815,200,0
'002290,15,FUND23,FUND23_80,0.814814815,320,0
'002290,15,FUND23,FUND23_81,0.814814815,420,0
'002290,15,FUND23,FUND23_82,0.814814815,260,0
'002290,15,FUND23,FUND23_84,0.814814815,420,0
'002290,15,FUND23,FUND23_85,0.814814815,200,0
'002290,15,FUND23,FUND23_87,0.814814815,420,0
'002290,15,INSN7,INSN7_33,0.814814815,220,0
'002290,15,INSN11,INSN11_1,0.814814815,220,0
'002290,15,INSN11,INSN11_2,0.814814815,220,0
'002290,15,INSN11,INSN11_3,0.814814815,220,0
'002290,15,INBK71,INBK71_4,0.814814815,420,0
'002290,15,INSN9,INSN9_1,0.811111111,420,0
'002290,15,TRST1,TRST1_1,0.796296296,140,0
'002290,15,INBK29,INBK29_2,0.792592593,160,0
'002290,15,INBK29,INBK29_4,0.792592593,160,0
'002290,15,INBK2,INBK2_4,0.740740741,420,0
'002290,15,INSN4,INSN4_18,0.740740741,100,0
'002290,15,FUND26,FUND26_21,0.740740741,420,0
'002290,15,FUND26,FUND26_30,0.740740741,420,0
'002290,15,FUND37,FUND37_2,0.740740741,420,0
'002290,15,FUND37,FUND37_7,0.740740741,320,0
'002290,15,INSN7,INSN7_33,0.740740741,100,0
'002290,15,FUND51,FUND51_4,0.740740741,420,0
'002290,15,INSN11,INSN11_1,0.740740741,100,0
'002290,15,INSN11,INSN11_2,0.740740741,100,0
'002290,15,INSN11,INSN11_3,0.740740741,100,0
'002290,15,FUND53,FUND53_3,0.740740741,420,0
'002290,15,INBK29,INBK29_2,0.725925926,160,0
'002290,15,INBK29,INBK29_4,0.725925926,160,0
'002290,15,FUND42,FUND42_2,0.711111111,420,0
'002290,15,FUND53,FUND53_17,0.666666667,420,0
'002290,15,FUND53,FUND53_18,0.666666667,420,0
'002290,15,FUND53,FUND53_19,0.666666667,420,0
'002290,15,INBK29,INBK29_2,0.659259259,100,0
'002290,15,INBK29,INBK29_4,0.659259259,100,0
'002290,15,FUND57,FUND57_1,0.633333333,420,0
'002290,15,FUND57,FUND57_4,0.633333333,420,0
'002290,15,FUND57,FUND57_7,0.633333333,420,0
'002290,15,FUND57,FUND57_32,0.633333333,420,0
'002291,15,INSN8,INSN8_4,1.484848485,1000,0
'002291,15,INSN8,INSN8_5,1.484848485,1000,0
'002291,15,INSN8,INSN8_7,1.454545455,1100,0
'002291,15,INSN8,INSN8_14,1.454545455,1100,0
'002291,15,INSN8,INSN8_15,1.454545455,1100,0
'002291,15,INSN8,INSN8_16,1.454545455,1100,0
'002291,15,INSN8,INSN8_17,1.454545455,1100,0
'002291,15,INSN8,INSN8_18,1.454545455,1100,0
'002291,15,TRST36,TRST36_1,1.36969697,600,0
'002291,15,INBK42,INBK42_1,1.333333333,1100,0
'002291,15,FUND53,FUND53_7,1.333333333,350,0
'002291,15,FUND53,FUND53_11,1.333333333,600,0
'002291,15,FUND53,FUND53_14,1.333333333,1100,0
'002291,15,FUND53,FUND53_16,1.333333333,1100,0
'002291,15,FUND53,FUND53_20,1.333333333,1100,0
'002291,15,FUND53,FUND53_23,1.333333333,100,0
'002291,15,FUND53,FUND53_51,1.333333333,1100,0
'002291,15,FUND53,FUND53_54,1.333333333,1100,0
'002291,15,FUND53,FUND53_63,1.333333333,200,0
'002291,15,FUND53,FUND53_64,1.333333333,110,0
'002291,15,FUND53,FUND53_67,1.333333333,450,0
'002291,15,INBK9,INBK9_1,1.327272727,1100,0
'002291,15,FUND34,FUND34_21,1.303030303,1100,0
'002291,15,INBK15,INBK15_3,1.272727273,1100,0
'002291,15,INBK22,INBK22_1,1.272727273,1100,0
'002291,15,INBK22,INBK22_2,1.272727273,480,0
'002291,15,TRST19,TRST19_1,1.272727273,1100,0
'002291,15,FUND34,FUND34_2,1.272727273,200,0
'002291,15,FUND34,FUND34_36,1.272727273,1100,0
'002291,15,FUND34,FUND34_37,1.272727273,1100,0
'002291,15,FUND34,FUND34_39,1.272727273,250,0
'002291,15,FUND34,FUND34_45,1.272727273,200,0
'002291,15,FUND34,FUND34_51,1.272727273,230,0
'002291,15,FUND34,FUND34_53,1.272727273,300,0
'002291,15,FUND34,FUND34_59,1.272727273,300,0
'002291,15,FUND34,FUND34_68,1.272727273,150,0
'002291,15,TRST24,TRST24_1,1.272727273,500,0
'002291,15,TRST40,TRST40_2,1.272727273,1100,0
'002291,15,TRST32,TRST32_3,1.248484849,240,0
'002291,15,TRST32,TRST32_5,1.248484849,190,0
'002291,15,INSN7,INSN7_24,1.242424242,1100,0
'002291,15,INSN7,INSN7_25,1.242424242,1100,0
'002291,15,INSN7,INSN7_27,1.242424242,140,0
'002291,15,INSN7,INSN7_28,1.242424242,1100,0
'002291,15,INSN7,INSN7_29,1.242424242,1100,0
'002291,15,INSN7,INSN7_30,1.242424242,1100,0
'002291,15,INSN7,INSN7_31,1.242424242,1100,0
'002291,15,INSN7,INSN7_38,1.242424242,1100,0
'002291,15,INSN8,INSN8_4,1.242424242,100,0
'002291,15,INSN8,INSN8_5,1.242424242,100,0
'002291,15,FUND9,FUND9_1,1.23030303,200,0
'002291,15,FUND9,FUND9_2,1.23030303,200,0
'002291,15,FUND9,FUND9_13,1.23030303,1100,0
'002291,15,FUND9,FUND9_15,1.23030303,1100,0
'002291,15,FUND9,FUND9_18,1.23030303,1100,0
'002291,15,FUND9,FUND9_19,1.23030303,1100,0
'002291,15,FUND9,FUND9_20,1.23030303,1100,0
'002291,15,INBK8,INBK8_2,1.212121212,150,0
'002291,15,INBK11,INBK11_2,1.212121212,300,0
'002291,15,INBK11,INBK11_4,1.212121212,1100,0
'002291,15,FUND16,FUND16_9,1.212121212,1100,0
'002291,15,INBK42,INBK42_6,1.212121212,500,0
'002291,15,INBK42,INBK42_7,1.212121212,100,0
'002291,15,INBK42,INBK42_9,1.212121212,1100,0
'002291,15,INSN4,INSN4_4,1.212121212,1100,0
'002291,15,FUND52,FUND52_5,1.212121212,1100,0
'002291,15,FUND52,FUND52_11,1.212121212,1100,0
'002291,15,FUND53,FUND53_1,1.212121212,250,0
'002291,15,FUND53,FUND53_10,1.212121212,100,0
'002291,15,FUND53,FUND53_13,1.212121212,350,0
'002291,15,FUND53,FUND53_15,1.212121212,100,0
'002291,15,FUND53,FUND53_21,1.212121212,150,0
'002291,15,TRST31,TRST31_1,1.212121212,1100,0
'002291,15,INBK69,INBK69_1,1.212121212,1100,0
'002291,15,INBK69,INBK69_3,1.212121212,1100,0
'002291,15,INBK69,INBK69_15,1.212121212,1100,0
'002291,15,FINC35,FINC35_1,1.212121212,780,0
'002291,15,TRST40,TRST40_1,1.212121212,290,0
'002291,15,QFII8,QFII8_1,1.204848485,1100,0
'002291,15,INBK73,INBK73_5,1.2,1100,0
'002291,15,FUND7,FUND7_2,1.181818182,100,0
'002291,15,FUND7,FUND7_5,1.181818182,1100,0
'002291,15,INBK42,INBK42_2,1.181818182,820,0
'002291,15,TRST20,TRST20_1,1.175757576,670,0
'002291,15,FINC19,FINC19_1,1.173939394,1100,0
'002291,15,INBK10,INBK10_1,1.163636364,1100,0
'002291,15,INBK53,INBK53_1,1.163636364,1100,0
'002291,15,TRST32,TRST32_6,1.163636364,1100,0
'002291,15,TRST28,TRST28_1,1.161818182,780,0
'002291,15,FUND4,FUND4_4,1.157575758,100,0
'002291,15,FINC3,FINC3_2,1.151515152,1100,0
'002291,15,FUND16,FUND16_4,1.151515152,1100,0
'002291,15,FUND16,FUND16_5,1.151515152,1100,0
'002291,15,INSN4,INSN4_7,1.151515152,900,0
'002291,15,INSN4,INSN4_8,1.151515152,1100,0
'002291,15,INSN4,INSN4_9,1.151515152,1100,0
'002291,15,INSN4,INSN4_10,1.151515152,600,0
'002291,15,INSN4,INSN4_11,1.151515152,160,0
'002291,15,INSN4,INSN4_12,1.151515152,1100,0
'002291,15,INSN4,INSN4_13,1.151515152,1100,0
'002291,15,INSN4,INSN4_14,1.151515152,1100,0
'002291,15,INSN4,INSN4_15,1.151515152,1100,0
'002291,15,INSN4,INSN4_16,1.151515152,1100,0
'002291,15,INSN4,INSN4_21,1.151515152,1100,0
'002291,15,INBK66,INBK66_1,1.151515152,300,0
'002291,15,INBK69,INBK69_4,1.151515152,1000,0
'002291,15,INBK69,INBK69_21,1.151515152,900,0
'002291,15,INBK75,INBK75_1,1.151515152,1100,0
'002291,15,INSN4,INSN4_1,1.144242424,300,0
'002291,15,INSN4,INSN4_2,1.144242424,300,0
'002291,15,INSN4,INSN4_3,1.144242424,300,0
'002291,15,INBK5,INBK5_2,1.139393939,700,0
'002291,15,INBK37,INBK37_1,1.139393939,1100,0
'002291,15,TRST30,TRST30_8,1.139393939,920,0
'002291,15,TRST30,TRST30_12,1.139393939,990,0
'002291,15,TRST30,TRST30_13,1.139393939,1070,0
'002291,15,TRST30,TRST30_16,1.139393939,1040,0
'002291,15,INBK67,INBK67_4,1.139393939,1100,0
'002291,15,INSN4,INSN4_6,1.127272727,1100,0
'002291,15,TRST22,TRST22_1,1.126060606,1100,0
'002291,15,TRST23,TRST23_1,1.121818182,600,0
'002291,15,TRST5,TRST5_1,1.121212121,150,0
'002291,15,FINC6,FINC6_1,1.121212121,1100,0
'002291,15,FUND48,FUND48_3,1.121212121,1100,0
'002291,15,FUND48,FUND48_7,1.121212121,1100,0
'002291,15,INBK70,INBK70_1,1.115151515,1100,0
'002291,15,FUND52,FUND52_9,1.106060606,1100,0
'002291,15,INBK48,INBK48_1,1.105454546,700,0
'002291,15,INBK48,INBK48_4,1.105454546,1100,0
'002291,15,INBK3,INBK3_3,1.103030303,1100,0
