INST1,INST2,cosine
TRST36,TRST14,0.7770873402
TRST36,INBK58,0.813123247295
TRST36,INBK54,0.786766553881
TRST36,TRST19,0.814774108012
TRST36,INBK66,0.810930758852
TRST36,INBK12,0.83989029831
TRST36,FUND1,0.752411581786
TRST36,INBK11,0.81786082011
TRST36,FINC6,0.734346819354
TRST36,INBK29,0.807572853087
TRST36,FUND47,0.627036187593
TRST36,TRST29,0.78132929295
TRST36,INBK77,0.822747876459
TRST36,FINC14,0.170251306152
TRST36,TRST17,0.814990961758
TRST36,FINC21,0.830662386292
TRST36,INBK15,0.831186537015
TRST36,TRST39,0.834847109937
TRST36,FUND18,0.787124651749
TRST36,INBK35,0.810930758852
TRST36,INSN7,0.853786273426
TRST36,INBK2,0.843409868442
TRST36,FUND10,0.830662386292
TRST36,INBK20,0.788110406239
TRST36,FUND28,0.828372125359
TRST36,TRST27,0.82865598962
TRST36,FINC38,0.579206705714
TRST36,FINC33,0.399274704752
TRST36,TRST25,0.834156378801
TRST36,TRST1,0.676840015965
TRST36,FINC11,0.583792312587
TRST36,INBK37,0.837068921913
TRST36,INBK74,0.672242819547
TRST36,INBK78,0.602374973943
TRST36,INBK42,0.839095723176
TRST36,QFII8,0.806179283709
TRST36,INBK34,0.839095723176
TRST36,FINC30,0.822747876459
TRST36,FINC37,0.434057366141
TRST36,INBK48,0.822747876459
TRST36,INBK5,0.822747876459
TRST36,FINC7,0.822747876459
TRST36,QFII5,0.481543412343
TRST36,TRST18,0.368877829995
TRST36,TRST22,0.824252395393
TRST36,INSN12,0.853601594515
TRST36,INBK75,0.835504418211
TRST36,INSN4,0.853601594515
TRST36,INBK8,0.830662386292
TRST36,TRST2,0.660672111212
TRST36,INBK14,0.509242361668
TRST36,TRST30,0.815187642478
TRST36,INBK73,0.856781665918
TRST36,INSN9,0.771680726283
TRST36,INBK22,0.794678570379
TRST36,FUND19,0.830662386292
TRST36,FUND26,0.828372125359
TRST36,TRST24,0.801519108892
TRST36,TRST40,0.811641255929
TRST36,FUND27,0.839095723176
TRST36,FINC3,0.817225704378
TRST36,TRST41,0.614271269511
TRST36,INSN8,0.853601594515
TRST36,INBK33,0.826934915594
TRST36,FINC32,0.826029965507
TRST36,FUND55,0.774403092662
TRST36,FINC5,0.811594202899
TRST36,INBK19,0.765616661317
TRST36,INBK44,0.807095423041
TRST36,INBK56,0.839254327416
TRST36,FINC26,0.791397448797
TRST36,FUND57,0.797690556085
TRST36,FINC17,0.170251306152
TRST36,INBK57,0.817225704378
TRST36,FUND54,0.77264358322
TRST36,FUND60,0.82865598962
TRST36,TRST21,0.552248083573
TRST36,FUND9,0.820291318247
TRST36,INBK3,0.847951495742
TRST36,FUND45,0.666213614174
TRST36,TRST32,0.834847109937
TRST36,FUND7,0.859495999432
TRST36,INBK13,0.749067530311
TRST36,INBK21,0.783460746744
TRST36,INBK23,0.400668337977
TRST36,TRST11,0.638442398069
TRST36,INBK26,0.584381704269
TRST36,FUND23,0.782261717716
TRST36,QFII6,0.321028941562
TRST36,INBK53,0.610067180377
TRST36,FUND51,0.60541425009
TRST36,INBK41,0.580763206913
TRST36,FINC2,0.814774108012
TRST36,TRST31,0.821032400639
TRST36,FUND32,0.639237792856
TRST36,FUND48,0.642057883124
TRST36,TRST23,0.856781665918
TRST36,FUND14,0.856170673832
TRST36,FUND17,0.827538970394
TRST36,INSN6,0.792297388631
TRST36,INBK50,0.740130744511
TRST36,INBK69,0.834156378801
TRST36,FUND58,0.779629780554
TRST36,INBK28,0.761496374451
TRST36,INSN5,0.603587475913
TRST36,TRST5,0.702250809667
TRST36,FUND34,0.853301400522
TRST36,FUND52,0.856170673832
TRST36,INSN11,0.810277164894
TRST36,INBK67,0.839095723176
TRST36,TRST3,0.823712580612
TRST36,INBK61,0.550918964718
TRST36,INBK27,0.830662386292
TRST36,INSN1,0.637401124283
TRST36,FUND15,0.810958001919
TRST36,FUND16,0.701169591459
TRST36,INBK32,0.269190951029
TRST36,FUND20,0.832138956525
TRST36,FUND22,0.607738126347
TRST36,FUND30,0.725954008641
TRST36,FINC20,0.836536287714
TRST36,INBK59,0.834847109937
TRST36,FUND25,0.601002506965
TRST36,TRST15,0.782508045057
TRST36,INBK64,0.83752568639
TRST36,TRST4,0.399274704752
TRST36,TRST26,0.170251306152
TRST36,INBK46,0.644914478181
TRST36,FUND39,0.76244373621
TRST36,FUND11,0.763336765436
TRST36,INBK72,0.823217588532
TRST36,INBK55,0.403786426544
TRST36,FUND4,0.815821032551
TRST36,INBK9,0.875595035771
TRST36,FUND37,0.865444139605
TRST36,FUND46,0.725954008641
TRST36,FINC28,0.686149665907
TRST36,INSN13,0.853601594515
TRST36,INBK71,0.829324765702
TRST36,FUND2,0.774403092662
TRST36,FUND12,0.69646828501
TRST36,FUND36,0.554156745329
TRST36,FUND56,0.681950409274
TRST36,TRST37,0.170251306152
TRST36,FUND8,0.4142761325
TRST36,INBK43,0.361157559257
TRST36,TRST16,0.361157559257
TRST36,TRST28,0.8427009716
TRST36,FUND53,0.826934915594
TRST36,INBK30,0.514167109111
TRST36,INBK24,0.810930758852
TRST36,FUND43,0.644462417663
TRST36,TRST7,0.46625240412
